LVV Plateau Nord - Base de données Comptages;;;;;;Idéalement tranches de 15';;;;;;
JJ/MM/AAAA;Liste;Provenance/Destination;Sud/Nord/Montant...;H/F/Mixte/Enfant;Vélo/Cargos/EDPM;HH:MM;HH:MM;/!\ Bien indiquer 0 si personne;;Nom Prénom;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;2;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;3;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;07:30;07:45;2;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;07:45;08:00;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:00;08:15;2;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:15;08:30;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:30;08:45;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:45;09:00;3;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;07:30;07:45;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;07:45;08:00;5;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:00;08:15;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:15;08:30;3;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:30;08:45;4;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:45;09:00;3;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;2;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;2;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;1;;Philippe;;
11/06/2024;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;4;;Philippe;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;07:30;07:45;23;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;07:45;08:00;24;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;08:00;08:15;19;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;08:15;08:30;32;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;08:30;08:45;36;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Masculin;Vélo;08:45;09:00;30;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;07:30;07:45;15;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;07:45;08:00;17;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;08:00;08:15;16;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;08:15;08:30;34;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;08:30;08:45;47;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Féminin;Vélo;08:45;09:00;19;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;07:30;07:45;5;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;07:45;08:00;0;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;08:00;08:15;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;08:15;08:30;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;08:30;08:45;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Masculin;Vélo;08:45;09:00;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;07:30;07:45;4;0;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;07:45;08:00;6;6;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;08:00;08:15;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;08:15;08:30;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;08:30;08:45;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Féminin;Vélo;08:45;09:00;;Vide dans fichier, compté avec Margnolles ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;07:30;07:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;07:45;08:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;08:00;08:15;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;08:15;08:30;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;08:30;08:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Masculin;Vélo;08:45;09:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;07:30;07:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;07:45;08:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;08:00;08:15;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;08:15;08:30;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;08:30;08:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Féminin;Vélo;08:45;09:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;;Vide dans fichier, compté avec sommet ?;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Vélo;07:30;07:45;5;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Vélo;07:45;08:00;10;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:00;08:15;5;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:15;08:30;7;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:30;08:45;13;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Masculin;Vélo;08:45;09:00;10;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:00;08:15;7;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:15;08:30;10;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:30;08:45;14;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Vélo;08:45;09:00;12;;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;;Non compté à part;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;;Non compté;Sarah/Jean-Pascal;;
05/12/2023;Montée de la Boucle;Sortie Henri Dor;Montée;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;;Non compté;Sarah/Jean-Pascal;;
06/12/2022;Montée de la Boucle;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;313;Total yc cargo et enfants;;;
07/12/2021;Montée de la Boucle;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;190;Total yc cargo et enfants;;;
02/02/2021;Montée de la Boucle;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;91;Total yc cargo et enfants;;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;07:30;07:45;32;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;07:45;08:00;41;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;08:00;08:15;39;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;08:15;08:30;58;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;08:30;08:45;67;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Vélo;08:45;09:00;45;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;2;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;7;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;8;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;3;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;4;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;3;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;3;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;8;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Descente;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;2;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;07:30;07:45;3;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;07:45;08:00;6;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;08:00;08:15;11;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;08:15;08:30;4;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;08:30;08:45;7;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Vélo;08:45;09:00;14;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;5;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;2;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;2;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Haut de la Boucle;Montée;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;07:30;07:45;4;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;07:45;08:00;8;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;08:00;08:15;12;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;08:15;08:30;16;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;08:30;08:45;15;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Vélo;08:45;09:00;11;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;1;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;3;;Elisabeth/Philippe;;
03/12/2024;Montée de la Boucle;Sortie Henri Dor;Descente;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0;;Elisabeth/Philippe;;
